session_id,target
1,0.002296201203563622
2,3.4403978698426815e-09
3,1.1195435411725739e-08
4,1.9673006865588265e-08
5,2.7954745786234005e-05
6,0.00021319057328538424
7,0.0006246598447373639
8,0.00012981238033936917
9,0.0008511321373508605
10,0.10504192742762931
11,2.5906397962056174e-05
12,9.762167499815049e-05
13,0.0003279146084257378
14,0.3556679505858067
15,4.513170471160009e-05
16,0.004378503097415803
17,0.014743745645339444
18,3.082438520757968e-05
19,0.0008874116143865704
20,1.762435662776123e-07
21,0.05916696638564931
22,9.621940079159564e-08
23,3.1276932824272324e-05
24,0.000355038719355816
25,0.0719465531555726
26,3.6728668833830807e-09
27,0.0006415551520035643
28,2.6718369080120834e-07
29,0.014781768457222207
30,8.33678244037535e-05
31,0.013585571289038322
32,0.04316336325460431
33,0.000699929201536208
34,1.0867931374886122e-07
35,0.013570862511586956
36,0.00032826625612393084
37,7.97282206696574e-09
38,1.0545425129457135e-08
39,8.33678244037535e-05
40,3.09594066323234e-05
41,0.00045873741427888856
42,0.0013859239465546717
43,1.8230500519159284e-06
44,1.3893321263471921e-05
45,0.2255310475638681
46,7.977077422600034e-06
47,0.008560763054446361
48,0.0006113462008562376
49,2.6659764729544175e-05
50,9.218142549881381e-06
51,9.85492115737466e-08
52,6.365707576247972e-06
53,0.03785539445707599
54,6.97265748985587e-05
55,5.337982477056207e-06
56,0.002016579305445892
57,1.2923223275649522e-06
58,1.6440151009733176e-05
59,1.1334342037014553e-05
60,5.313325502589203e-06
61,7.984353749416597e-06
62,0.001422590947040281
63,9.41306935303277e-06
64,2.8840422554888508e-05
65,5.042196776047246e-06
66,8.803524030573324e-08
67,0.0001877571267541108
68,0.00016051618213518788
69,0.09118407112692245
70,0.00014813794651135108
71,0.00021835910127770524
72,1.1334342037014553e-05
73,0.03079283664347991
74,3.4403978698426815e-09
75,2.827237465393001e-05
76,0.00035458200059853434
77,0.0001869063730369228
78,0.0016281652565685253
79,7.805531021410445e-06
80,0.00011562263811408151
81,2.069590343873369e-05
82,4.345118675393508e-05
83,3.072018701834241e-08
84,0.2318155983299059
85,1.1908301795760488e-05
86,4.43898847919613e-07
87,0.0012846852795140615
88,0.0006112101425915562
89,0.0003272798674992312
90,0.01734049732197522
91,0.00012620398472114344
92,9.609862238692298e-06
93,0.008169389486911321
94,0.0009081108198363346
95,0.03857211164110031
96,2.313527552139106e-08
97,9.555460168493579e-05
98,7.342042249862032e-05
99,2.128432695397506e-05
100,8.928559585885325e-05
101,0.0006246634829761386
102,0.07009018022415171
103,0.002306120957130992
104,0.002292391566648958
105,3.5658710931899413e-06
106,0.0002977575209080153
107,0.00036653576908731106
108,1.7356318580573368e-05
109,1.818608061529314e-05
110,7.632862861899105e-05
111,0.0001433655146860359
112,2.6590030665852165e-07
113,0.015119506903120675
114,6.9121837251471404e-06
115,0.00026749241373771784
116,0.0008315977652150758
117,0.001400713389948176
118,0.004418360528450262
119,0.010180010366890584
120,0.00012023645750304015
121,3.629499468855905e-05
122,8.33678244037535e-05
123,0.0002839002576583654
124,1.8268555610550894e-06
125,0.001862037284468666
126,2.936494855478344e-07
127,7.560478563365701e-09
128,0.00036867488042099375
129,0.00300585763850624
130,0.0012955496337725596
131,0.012663133577150815
132,0.0006246598447373639
133,0.0008852494552081784
134,1.4056628159554543e-06
135,7.940004878262367e-06
136,2.8840422554888508e-05
137,0.00033967315609735143
138,0.0017691980210673122
139,6.393933755499159e-07
140,0.0005947058334966173
141,2.4174363544621133e-09
142,0.0003014287926629831
143,0.0003142201863538903
144,0.0008948716702547995
145,3.4403978698426815e-09
146,0.012247724365742405
147,0.00040964714269841826
148,0.0005164623635247575
149,0.0004356203888225455
150,0.06069428849731198
151,2.0219443988252934e-06
152,0.02946010274306197
153,0.0016638195139419309
154,0.0025267207640750915
155,1.7036782569581488e-05
156,5.7922711782691203e-05
157,7.493101103241382e-05
158,2.8840422554888508e-05
159,8.576733978016793e-07
160,8.33678244037535e-05
161,0.0012303805919758634
162,5.390753695534966e-05
163,0.00011296425686440993
164,0.001101214859947005
165,8.637802998725113e-08
166,1.9814515181104256e-05
167,0.0039578760566401075
168,0.0004356203888225455
169,0.0004029421136893448
170,0.00021585200300765098
171,0.0008263872732009293
172,0.00013946804892672017
173,6.17298845369153e-05
174,0.00019364391570192443
175,0.1332856232916458
176,0.0006229693259364122
177,0.005851687035579738
178,1.9361164227152117e-07
179,2.3653723061809105e-05
180,9.251917522554225e-05
181,0.0007619291921034506
182,0.05222181989644124
183,0.0001300229979050536
184,5.066542138529778e-06
185,0.0002305196549771575
186,2.6920610884381637e-05
187,1.7405662032040153e-06
188,5.542654433810074e-07
189,0.0010930094185357627
190,1.5941121292012782e-05
191,0.000354905016046513
192,0.0004191624132159413
193,0.0006994576562234386
194,0.0289385680356989
195,0.0003709771804135744
196,2.6951037086565666e-09
