session_id,target
1,6.0757395132323e-05
2,7.226809035715367e-08
3,3.1959509864287864e-08
4,7.427471010379788e-10
5,4.0286218463087634e-05
6,6.3066047768168475e-06
7,0.0014304105580703944
8,0.00028948645263860226
9,3.256447337208207e-05
10,0.002625898149130753
11,3.425782891806817e-05
12,3.5606885864212447e-06
13,1.249479627417815e-05
14,0.011713926990620776
15,0.0001485773822589169
16,0.00014527310049905178
17,0.02550992061410303
18,8.218920618459122e-07
19,0.0014334030512085773
20,1.6890110275694825e-07
21,0.09957241331383429
22,3.1393248854868368e-09
23,5.139871530628616e-05
24,1.4392480592893234e-05
25,0.10021358655178919
26,6.882431718101778e-09
27,1.3679645008376929e-05
28,7.352192177513917e-09
29,0.02889188333495135
30,0.00015276090181208635
31,0.024963580363938424
32,0.06448172821873517
33,2.3213059058565258e-05
34,1.990884641532825e-07
35,0.023062595224783107
36,0.0009003013698989012
37,1.2736610786982364e-10
38,6.509325483675829e-08
39,0.00015276090181208635
40,1.2626234354707424e-06
41,0.0010378287046878723
42,4.222864237318432e-05
43,4.785343499641316e-06
44,2.1257878707144692e-05
45,0.27799384884465084
46,1.8862740080327158e-05
47,0.00017733394881073558
48,1.1351906835795287e-05
49,3.700380335366196e-05
50,2.0993138189386162e-07
51,3.5739249153214317e-09
52,1.2908692068913552e-05
53,0.05260307212335017
54,0.00012818373917251695
55,4.07479696913193e-06
56,4.980808340536082e-05
57,3.433855534031193e-08
58,5.455625351493374e-07
59,1.6824117437025703e-06
60,2.3671158958394428e-07
61,1.749337354320165e-07
62,9.699443356404393e-05
63,4.843815604415664e-07
64,2.0450266970201102e-05
65,1.2281003279337153e-06
66,3.516552382123736e-07
67,1.5264236964305418e-05
68,0.0002330859047066136
69,0.12346686839332649
70,5.818309855647707e-06
71,0.00040077221625277695
72,0.00011626884617005081
73,0.0011431011522657162
74,4.994882538516825e-06
75,6.80427754260253e-05
76,0.0007142002146736307
77,0.000341121556516999
78,0.003121254265706049
79,1.0618148131651958e-05
80,3.397364371034664e-06
81,2.4198673291043306e-06
82,2.220446608464125e-06
83,6.361633781227058e-10
84,0.6903301486523618
85,2.6480853297268765e-05
86,4.776813106299828e-07
87,0.0029657554650894843
88,0.0007577532897084234
89,0.0008159307828218449
90,0.05874137408399186
91,5.001884812910745e-06
92,4.181042621013151e-07
93,0.016285460858089032
94,4.4095050842289557e-05
95,0.0013917203859240455
96,9.856334960933699e-08
97,0.00012135097406857356
98,2.566719550351137e-06
99,7.259955677618333e-07
100,0.00014443968752522984
101,1.9935500314023932e-05
102,0.0021064088608601225
103,5.3744910187327335e-05
104,6.78775932757781e-05
105,3.0726598965070932e-06
106,7.609900958021639e-06
107,1.4723087355802899e-05
108,5.087377715885198e-05
109,4.394039338959652e-07
110,3.628610970035331e-06
111,0.0003327971972943792
112,7.34514678301207e-09
113,0.0003901673298886479
114,1.535835608467347e-07
115,4.317497334208708e-06
116,2.2279032345869152e-05
117,6.78745579936419e-05
118,0.006746239959724457
119,0.00027500711804372694
120,0.00023205384862139125
121,1.5223346903112228e-06
122,2.210531780910227e-06
123,1.2986591648755008e-05
124,4.267600832846003e-06
125,0.003240368424739328
126,1.4907584558514854e-07
127,8.144605085987411e-09
128,1.2444319517212117e-05
129,0.004031784537817384
130,0.004002177963492134
131,0.00030202938862522834
132,0.0014304105580703944
133,0.001446419905193912
134,2.9319433244544297e-06
135,1.6749878533290952e-07
136,2.0450266970201102e-05
137,1.1700397183370062e-05
138,0.002565709456934763
139,3.804883256987188e-07
140,2.215376578751438e-05
141,8.439177956779629e-09
142,9.94882647948247e-06
143,1.0828880726022701e-05
144,0.0017828040088162809
145,7.226809035715367e-08
146,0.0003109501665292018
147,2.0146396907245833e-05
148,0.0008381552687627164
149,0.0013959812329122716
150,0.1133503130871454
151,6.492289119226588e-08
152,0.05053498317266265
153,5.22969191360689e-05
154,6.0510490240927296e-05
155,4.92807154066959e-05
156,1.4186872410444176e-06
157,1.5917792960707514e-06
158,2.0450266970201102e-05
159,2.5404972235938254e-05
160,2.210531780910227e-06
161,0.0020280114409364463
162,0.000108643554359136
163,0.00025011081005051625
164,0.0040458828876192
165,6.892727690013257e-08
166,4.7631503471587313e-07
167,0.00916932611899394
168,0.0013959812329122716
169,0.0008832016661271723
170,0.00038834230495796574
171,0.001851712773143418
172,0.00031475878019153957
173,8.506024341746154e-05
174,0.0003424012487461914
175,0.18023819955067216
176,0.0011221982803096232
177,0.010758148840705953
178,4.103782844416188e-07
179,3.808490909469742e-05
180,0.00043038214657944264
181,2.6837273942172414e-05
182,0.0013616719489055302
183,2.6187541019494063e-06
184,2.8117903641527578e-05
185,9.583680989750125e-06
186,3.8417478126316684e-05
187,1.9417044314293824e-08
188,1.6532184243109897e-07
189,0.002639217962682643
190,2.181989119161879e-05
191,1.0633741270568112e-05
192,8.767473715026191e-06
193,0.0012476404401808206
194,0.0008031727472516902
195,1.2091615867077464e-05
196,1.2096666087120903e-06
197,0.00019238944449089676
198,0.0031562802776821043
199,0.024890946862799135
200,1.8427794520763606e-06
201,1.8862740080327158e-05
202,0.039451558947453426
203,1.4907584558514854e-07
204,4.8391036973103606e-05
205,0.004290913008778714
206,1.3099638353140073e-11
207,5.679894360681415e-05
208,0.0011472453379590673
209,4.361710866250364e-07
210,0.002531191326250253
211,0.0005697407956703924
212,0.015611559694394947
213,1.511272458092692e-06
214,0.035925074108367275
215,0.0011760071369626777
216,0.005726306453107041
217,0.04876967294586859
218,0.0008832016661271723
219,0.00025336329581805353
220,0.0007191366224690883
221,0.0013390100331030657
222,1.1009609508048505e-05
223,0.027996788182692856
224,0.0008832016661271723
225,0.054233249691655994
226,0.00694639426807577
227,0.00041489131726236023
228,1.2440588944136232e-06
229,3.2582971991272725e-06
230,0.0005337923017962586
231,8.744454602233427e-06
232,2.6814430863950965e-06
233,8.72521183790061e-07
234,0.01070309068790133
235,5.4647757818648844e-05
236,0.00012277064352561942
237,0.0007288316500662325
238,0.0014304105580703944
239,0.00015276090181208635
240,0.0055620362817679556
241,2.8117903641527578e-05
242,1.1586733787699477e-09
243,5.340948896854828e-10
244,1.4996961564920544e-06
245,0.0001121283822071503
246,1.6723171770095435e-06
247,0.08356686131500288
248,0.00022533415621921215
249,4.2539151970583225e-06
250,0.0001847979497273092
251,0.10067408940060601
252,5.417271937841118e-06
253,2.719339759026336e-06
254,0.0008289733713493522
255,7.767860876137665e-05
256,1.8561044176468387e-09
257,5.506314269151941e-05
258,0.007789129694768641
259,0.0026461589421214954
260,0.0009771935014114374
261,7.519882484852014e-05
262,0.0011472453379590673
263,0.00010681161849003751
264,0.0013959812329122716
265,1.8274776165376672e-05
266,6.389299370324528e-08
267,8.228848328882089e-13
268,3.97737843948454e-05
269,0.00041366635367875575
270,0.00018585211103251518
271,4.834701995826516e-07
272,1.3756786936670175e-05
273,7.165642363412861e-07
274,0.002024670245367706
275,0.0034452764299157074
276,5.9553139292652674e-08
277,0.0008066623016273307
278,0.016333227343399728
279,8.456640602649893e-07
280,0.001706255962262067
281,1.3610471752829822e-05
282,2.0463488341779463e-05
283,0.0015285794161741925
284,1.987776160936312e-05
285,1.7186060560795738e-06
286,1.3644613909922357e-09
287,0.0010611180656132802
288,3.0846910038847336e-08
289,0.0003535319009055699
