session_id,target
1,0.00010308727255826533
2,1.8236716893326308e-07
3,1.7932817290915743e-07
4,9.970242156366523e-09
5,7.406580471212089e-05
6,1.293267980783247e-05
7,0.0020342172260099144
8,0.0005482554992426687
9,5.219283898097331e-05
10,0.003010846670477787
11,7.52012577675841e-05
12,6.711460892067043e-06
13,2.5235724818096464e-05
14,0.01396826694551695
15,0.0003143237082266276
16,0.0001855601507496057
17,0.02706933164898601
18,2.435199250474045e-06
19,0.0027424234155806
20,3.7550379308947065e-07
21,0.10058155597998712
22,1.4493962178912083e-08
23,0.00011185263099526628
24,4.2193917072311077e-05
25,0.09926943447705468
26,1.184712031876013e-07
27,2.8512910894478464e-05
28,5.260229753243784e-08
29,0.03068917396945888
30,0.0003263278610795548
31,0.02808235995358555
32,0.06406386300318737
33,4.080764807420601e-05
34,8.748065599606797e-07
35,0.027157041976330298
36,0.0009505807280335497
37,1.0626566168084747e-09
38,1.8931133725166635e-07
39,0.0003263278610795548
40,2.4633393770421337e-06
41,0.0016782719543187276
42,6.375281584122889e-05
43,1.5414827373466934e-05
44,4.179156577770512e-05
45,0.2092573722544863
46,4.4258263984706804e-05
47,0.00023035722610284846
48,1.92030735643304e-05
49,9.235158595177938e-05
50,7.498477915195815e-07
51,2.633007562791371e-08
52,3.706959557476978e-05
53,0.050846744156220314
54,0.0002670372959796549
55,1.8012486724216198e-05
56,0.00012480769071514266
57,1.7258068749506456e-07
58,1.8894215330987727e-06
59,3.3790718247921688e-06
60,4.764913750906195e-07
61,6.776339825054024e-07
62,0.00014472969354869272
63,1.7951187185011323e-06
64,7.198037314569204e-05
65,2.5235538651084813e-06
66,7.858531759051894e-07
67,3.32289566498068e-05
68,0.00046140126149815056
69,0.1247778969094538
70,1.134637519298818e-05
71,0.0007205911914665773
72,0.00020170223071247438
73,0.001965568771292329
74,1.0887832336101798e-05
75,0.00011113073339954693
76,0.0013608610378301452
77,0.0006437828237228459
78,0.0038790120460069806
79,3.479165777077437e-05
80,4.789783298472835e-06
81,6.414975072028601e-06
82,6.9399627810166264e-06
83,7.670308044386934e-09
84,0.6376090712492998
85,7.138927514756678e-05
86,1.0511327608616293e-06
87,0.003892636474549604
88,0.0011895872513475996
89,0.0012715798294991097
90,0.07552966609662129
91,1.0187868454793728e-05
92,8.539329130142753e-07
93,0.018700236361327154
94,7.291443721887898e-05
95,0.002132010287226071
96,2.3845977460542745e-07
97,0.00027186744633894797
98,5.675381967739543e-06
99,2.133410922277542e-06
100,0.00022465330172083257
101,3.052370759477355e-05
102,0.00330957890861544
103,9.679982067805712e-05
104,0.0001355720084935027
105,1.3836085874073698e-05
106,1.6756059760456522e-05
107,3.769840387968821e-05
