id,dep_delayed_15min
0,0.07036094838364607
1,0.08248895383135968
2,0.07368375192890975
3,0.2313241910974301
4,0.20560372094912469
5,0.0952672013764086
6,0.08092737870085394
7,0.21476748234505483
8,0.1351098791099215
9,0.2587027432478801
10,0.29565278511238163
11,0.2349813853547827
12,0.10596761183323265
13,0.25783332083480137
14,0.09167261162979332
15,0.22916667092332801
16,0.09185154381314019
17,0.2865510976489988
18,0.3563884133850829
19,0.06490410152405059
20,0.13451930520846048
21,0.07034717159706846
22,0.25570040860201837
23,0.17005479999997486
24,0.31131734938727823
25,0.28452070747531333
26,0.06949103606728192
27,0.07443316152670487
28,0.3723244819998176
29,0.19506593288319485
30,0.1356529106030615
31,0.2331234224032732
32,0.072144468217926
33,0.29231476225900466
34,0.32424933766210867
35,0.2613024143196486
36,0.20977221646584462
37,0.18716871678559518
38,0.11585843126905022
39,0.25346028377261753
40,0.154914594436638
41,0.3111591742646374
42,0.21323251956221612
43,0.29525490631961293
44,0.16741261217045778
45,0.2279860692255152
46,0.06140996701493123
47,0.1194009742939974
48,0.32270146739802164
49,0.13696696041550607
50,0.324333122900004
51,0.08338071335088797
52,0.16426002086330052
53,0.31301880497408674
54,0.3755597797800806
55,0.09549256034696756
56,0.18522270611050917
57,0.3201259509543042
58,0.10100682396549422
59,0.35755487080269865
60,0.10721768715899023
61,0.1083975741077702
62,0.17283585533419568
63,0.2320308908539327
64,0.1837360115711127
65,0.15198536758402018
66,0.07111759773599172
67,0.13243307879605362
68,0.11879471450318814
69,0.14973171376240282
70,0.07160803676038976
71,0.19390790717775258
72,0.2592657039797149
73,0.16316311118215443
74,0.4392836500433616
75,0.29566212904600186
76,0.10224164578188465
77,0.13327088895344402
78,0.1015731093318297
79,0.2300563046755549
80,0.19282523789803938
81,0.19141238695696638
82,0.091916648226639
83,0.13193918988522654
84,0.11412120011927439
85,0.06998343259647088
86,0.09242359462122002
87,0.23878626854459473
88,0.16419582862791834
89,0.15215565386531898
90,0.20779030532123055
91,0.17380750844939974
92,0.11864324471561923
93,0.12259716868868323
94,0.17381130754566226
95,0.13761386530324243
96,0.2664625417973552
97,0.04311894518952867
98,0.19231146607941707
99,0.26540362837638826
100,0.14864647705174489
101,0.20969128291730252
102,0.08106267435716945
103,0.24037612811365192
104,0.06311146015752395
105,0.10372707513392655
106,0.2167410179838141
107,0.09311384144064999
108,0.11800570498746095
109,0.2581534683295005
110,0.259410546545233
111,0.1921481212313621
112,0.3787892134495923
113,0.07232662845983727
114,0.09430326507474814
115,0.13520847974946115
116,0.1303133306225563
117,0.3769504091055947
118,0.09105758776382768
119,0.15051156652387748
120,0.3197577994034727
121,0.23915229323077558
122,0.2956608312671971
123,0.23498765902948404
124,0.23751697907428104
125,0.08214657880943294
126,0.0940648645154693
127,0.07224630383273502
128,0.09536218592600805
129,0.4125769702520318
130,0.37239206154818627
131,0.13820056474346443
132,0.07319617691633183
133,0.11520543749047653
134,0.07082952216018569
135,0.3571914066369872
136,0.3449679643122301
137,0.1949666237443814
138,0.07399192450709294
139,0.09014851586393277
140,0.21495141214316893
141,0.14789847970684136
142,0.20634149982619096
143,0.3474342648880678
144,0.13320539605126142
145,0.3509350544503524
146,0.18395646235567953
147,0.2815207418650263
148,0.10513972699023502
149,0.3729062876504471
150,0.31464500112669586
151,0.2897412954603105
152,0.10667461093176647
153,0.16326967401186795
154,0.24254001428114055
155,0.13491428162787544
156,0.25974796942561623
157,0.17350281881198915
158,0.2688989523979945
159,0.07181301784062463
160,0.09323319192934851
161,0.28695508681687565
162,0.41537156038309303
163,0.12217863653407413
164,0.13258290913515722
165,0.10468883177187127
166,0.12214361754427934
167,0.06180390160851232
168,0.22979395950894074
169,0.3465030715757683
170,0.16561723394550443
171,0.1535072316124678
172,0.1702525754497912
173,0.26023201650941963
174,0.31749469914504924
175,0.2875469970676746
176,0.1321705857004901
177,0.07169731010432427
178,0.2916977420196847
179,0.19454148698079674
180,0.0721305550162952
181,0.1311864560484712
182,0.29278800117838055
183,0.41112715481451034
184,0.2112774889567057
185,0.23673142893855775
186,0.2885889112137399
187,0.3253799228407554
188,0.18707923178914412
189,0.31103796132154876
190,0.3533333435401908
191,0.18446903314860555
192,0.18412281363159871
193,0.11805757546586124
194,0.23399537941828896
195,0.15321467389889004
196,0.10364703335743541
197,0.10691293525573814
198,0.21068235976678018
199,0.3108225183102063
200,0.13417988618860716
201,0.2968408588025218
202,0.3263018717053274
203,0.07198547759848646
