url,favs_lognorm
https://habrahabr.ru/post/314080/,0.43482811992893566
https://habrahabr.ru/company/plesk/blog/313732/,-1.092004557642617
https://habrahabr.ru/company/etagi/blog/314000/,0.6563526122379819
https://habrahabr.ru/company/knopka/blog/314030/,0.5184827686485403
https://geektimes.ru/company/audiomania/blog/282058/,1.1505129572157946
https://habrahabr.ru/company/pechkin/blog/314066/,0.2792259760300072
https://habrahabr.ru/company/first/blog/314106/,0.5383097900403356
https://habrahabr.ru/company/vasexperts/blog/313558/,0.23390828617720566
https://habrahabr.ru/post/314108/,1.6606025498458574
https://habrahabr.ru/company/cbs/blog/313830/,0.23795119581947913
https://habrahabr.ru/company/jugru/blog/313908/,0.2255915452622166
https://habrahabr.ru/post/314110/,0.36335447441097996
https://habrahabr.ru/company/pt/blog/314112/,0.021259069364971184
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07507561841315907
https://habrahabr.ru/post/314114/,0.7997888580491483
https://habrahabr.ru/post/314118/,1.3122089120649516
https://habrahabr.ru/post/314122/,0.5274459759059336
https://geektimes.ru/company/dadget/blog/281786/,0.12171924539024317
https://habrahabr.ru/company/kickidler/blog/314042/,-0.44590523810192073
https://habrahabr.ru/company/it-grad/blog/312042/,-0.11188852295272772
https://habrahabr.ru/company/1cloud/blog/314022/,-0.24490759434444065
https://habrahabr.ru/post/314126/,-0.6487106181342118
https://habrahabr.ru/post/313966/,0.43717662335096263
https://habrahabr.ru/company/piter/blog/314120/,0.4609086294705863
https://geektimes.ru/post/282094/,0.1471490289431655
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.33163645943388786
https://habrahabr.ru/company/ru_mts/blog/314134/,0.36552809267383013
https://habrahabr.ru/post/314028/,0.6587279800398966
https://habrahabr.ru/post/314136/,-0.1652526789050523
https://habrahabr.ru/post/313904/,0.29986370421469355
https://habrahabr.ru/post/314140/,0.5790923752192406
https://habrahabr.ru/company/acronis/blog/309688/,-0.00912374215444961
https://geektimes.ru/post/282096/,-0.4115313087284944
https://habrahabr.ru/post/314142/,0.06580719880297975
https://habrahabr.ru/company/ivideon/blog/314138/,0.19706051376692796
https://geektimes.ru/post/282104/,0.33224651960226825
https://geektimes.ru/post/282102/,-0.2968931626482866
https://geektimes.ru/post/282016/,-0.07236945550559831
https://geektimes.ru/company/piter/blog/282106/,0.3229476912536769
https://habrahabr.ru/post/314150/,0.284970246504696
https://habrahabr.ru/company/mailru/blog/313880/,1.2643353894488847
https://geektimes.ru/company/comfortway/blog/282108/,-0.09939471397803379
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.1781153052233863
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.3062482639110845
https://habrahabr.ru/company/npl/blog/314160/,0.09006252844179799
https://habrahabr.ru/company/edison/blog/314094/,-0.2207402864619603
https://geektimes.ru/post/282112/,-0.5144499252152508
https://habrahabr.ru/company/ruvds/blog/314166/,0.42898707919394036
https://geektimes.ru/company/gearbest/blog/282114/,0.05626401960536376
https://habrahabr.ru/post/314172/,0.8831131118710713
https://geektimes.ru/post/282116/,0.47300185518134463
https://geektimes.ru/company/intel/blog/282026/,0.20373247975581305
https://habrahabr.ru/post/313776/,1.7742330919220564
https://habrahabr.ru/post/314174/,0.23801289128666342
https://geektimes.ru/post/282118/,1.0962341184319817
https://geektimes.ru/post/282122/,0.5813191012028994
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.47783577196835114
https://habrahabr.ru/post/314180/,0.5515379958855262
https://geektimes.ru/post/282446/,0.43205310230884286
https://habrahabr.ru/post/314184/,1.0020000267574114
https://habrahabr.ru/post/313954/,-0.6445203463140035
https://habrahabr.ru/post/314186/,0.7960062811938087
https://geektimes.ru/post/282124/,-0.432304615697933
https://habrahabr.ru/post/314190/,-1.1625944196241715
https://geektimes.ru/company/madrobots/blog/282126/,0.5985516338979008
https://habrahabr.ru/post/314188/,-0.04089523946867529
https://geektimes.ru/post/282128/,0.5371643326400328
https://habrahabr.ru/post/314194/,0.46779048433610615
https://geektimes.ru/post/282132/,-1.0031615455842142
https://habrahabr.ru/post/314208/,0.3229426356235137
https://habrahabr.ru/post/312352/,0.0200850052582916
https://habrahabr.ru/post/314202/,0.10704671512192299
https://habrahabr.ru/post/314210/,1.1681780413895333
https://geektimes.ru/post/282130/,0.5176390325923848
